Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price(in Lakh),Location
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2020,PETROL,44722,Manual,893000,Mumbai
Hyundai Creta S 1.6 PETROL,Creta S 1.6 PETROL,Hyundai,2016,PETROL,45568,Manual,668000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2018,PETROL,54530,Manual,507000,Mumbai
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2017,PETROL,78285,Automatic,375000,Mumbai
Maruti S PRESSO VXI (O) CNG,S PRESSO VXI (O) CNG,Maruti,2022,CNG,31772,Manual,488000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2015,PETROL,52696,Manual,432000,Mumbai
Maruti New Wagon-R LXI CNG (O) 1.0,New Wagon-R LXI CNG (O) 1.0,Maruti,2021,CNG,50418,Manual,580000,Mumbai
Maruti S PRESSO VXI PLUS AMT,S PRESSO VXI PLUS AMT,Maruti,2021,PETROL,27012,Automatic,427000,Mumbai
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2019,PETROL,8458,Manual,383000,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2016,PETROL,59039,Automatic,627000,Mumbai
Mahindra XUV300 W8 (O) 1.2 PETROL AMT,XUV300 W8 (O) 1.2 PETROL AMT,Mahindra,2022,PETROL,20474,Automatic,1120000,Mumbai
Hyundai i10 MAGNA 1.2,i10 MAGNA 1.2,Hyundai,2011,PETROL,32454,Manual,211000,Mumbai
Mahindra XUV300 W6 1.2 PETROL AMT,XUV300 W6 1.2 PETROL AMT,Mahindra,2021,PETROL,18255,Automatic,877000,Mumbai
Hyundai AURA SX 1.2,AURA SX 1.2,Hyundai,2021,PETROL,14950,Manual,663000,Mumbai
Hyundai NEW SANTRO SPORTZ CNG,NEW SANTRO SPORTZ CNG,Hyundai,2019,CNG,77715,Manual,496000,Mumbai
Maruti Swift VDI AMT,Swift VDI AMT,Maruti,2018,DIESEL,57407,Automatic,579000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2012,CNG,86006,Manual,332000,Mumbai
Maruti Alto 800 LXI CNG,Alto 800 LXI CNG,Maruti,2013,CNG,66699,Manual,192000,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2014,PETROL,84045,Manual,337000,Mumbai
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2015,PETROL,33688,Manual,475000,Mumbai
KIA SELTOS HTX 1.5 PETROL,SELTOS HTX 1.5 PETROL,KIA,2019,PETROL,36666,Manual,1130000,Mumbai
Tata NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Tata,2018,CNG,48213,Manual,654000,Mumbai
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2013,PETROL,37973,Manual,278000,Mumbai
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2017,PETROL,34196,Manual,519000,Mumbai
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2018,PETROL,58121,Manual,573000,Mumbai
Mahindra XUV500 W10 AT,XUV500 W10 AT,Mahindra,2017,DIESEL,36090,Automatic,1110000,Mumbai
Maruti Alto 800 LXI,Alto 800 LXI,Maruti,2016,PETROL,97698,Manual,231000,New Delhi
Maruti Swift VXI,Swift VXI,Maruti,2015,PETROL,102460,Manual,333000,New Delhi
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2019,PETROL,34032,Manual,835000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2019,PETROL,35190,Manual,557000,New Delhi
Tata NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Tata,2017,PETROL,82375,Manual,600000,New Delhi
Tata ALTROZ XM PLUS PETROL,ALTROZ XM PLUS PETROL,Tata,2021,PETROL,49461,Manual,629000,New Delhi
Hyundai VENUE SX 1.0 TURBO,VENUE SX 1.0 TURBO,Hyundai,2020,PETROL,43417,Manual,831000,New Delhi
Hyundai NEW I20 Sportz (O) 1.2 IVT,NEW I20 Sportz (O) 1.2 IVT,Hyundai,2024,PETROL,3295,Automatic,978000,New Delhi
Hyundai GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,Hyundai,2020,PETROL,20631,Manual,541000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2019,PETROL,21221,Manual,621000,New Delhi
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,PETROL,97044,Manual,515000,New Delhi
Hyundai i20 MAGNA 1.2,i20 MAGNA 1.2,Hyundai,2011,PETROL,78624,Manual,183000,New Delhi
Maruti Swift LXI (O),Swift LXI (O),Maruti,2017,PETROL,47657,Manual,415000,New Delhi
Maruti Alto 800 LXI O,Alto 800 LXI O,Maruti,2018,PETROL,68062,Manual,299000,New Delhi
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2020,PETROL,55879,Automatic,881000,New Delhi
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2021,PETROL,34459,Automatic,1040000,New Delhi
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,PETROL,89726,Manual,515000,New Delhi
Maruti Dzire LXI,Dzire LXI,Maruti,2018,PETROL,38776,Manual,505000,New Delhi
Hyundai Elite i20 MAGNA EXECUTIVE 1.2,Elite i20 MAGNA EXECUTIVE 1.2,Hyundai,2017,PETROL,27659,Manual,485000,New Delhi
Hyundai Creta EX 1.5 PETROL,Creta EX 1.5 PETROL,Hyundai,2022,PETROL,19352,Manual,1150000,New Delhi
Tata PUNCH ACCOMPLISHED MT,PUNCH ACCOMPLISHED MT,Tata,2022,PETROL,21955,Manual,670000,New Delhi
Maruti Ritz VXI,Ritz VXI,Maruti,2014,PETROL,57273,Manual,268000,New Delhi
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,9363,Manual,667000,New Delhi
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2015,PETROL,41525,Manual,367000,New Delhi
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2019,PETROL,73117,Manual,325000,New Delhi
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2017,PETROL,41985,Manual,602000,New Delhi
Maruti Dzire LXI,Dzire LXI,Maruti,2017,PETROL,22148,Manual,470000,New Delhi
Renault TRIBER RXT,TRIBER RXT,Renault,2019,PETROL,47800,Manual,473000,New Delhi
Tata NEXON XZ PLUS DIESEL SUNROOF,NEXON XZ PLUS DIESEL SUNROOF,Tata,2021,DIESEL,32265,Manual,823000,New Delhi
Maruti Eeco 5 STR AC CNG,Eeco 5 STR AC CNG,Maruti,2022,CNG,10783,Manual,599000,New Delhi
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2019,PETROL,33671,Manual,853000,New Delhi
Maruti Swift LXI (O),Swift LXI (O),Maruti,2017,PETROL,55602,Manual,412000,New Delhi
Maruti Wagon R Stingray VXI,Wagon R Stingray VXI,Maruti,2015,PETROL,66325,Manual,315000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,58514,Manual,636000,New Delhi
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2014,PETROL,69403,Automatic,554000,New Delhi
Renault Kwid CLIMBER 1.0 AMT,Kwid CLIMBER 1.0 AMT,Renault,2017,PETROL,41308,Automatic,303000,New Delhi
Hyundai Verna FLUIDIC 1.6 VTVT EX,Verna FLUIDIC 1.6 VTVT EX,Hyundai,2012,PETROL,38005,Manual,372000,New Delhi
KIA SONET HTX 1.0 IMT,SONET HTX 1.0 IMT,KIA,2022,PETROL,9526,Manual,1010000,New Delhi
Honda City 1.5L I-VTEC ZX,City 1.5L I-VTEC ZX,Honda,2021,PETROL,5404,Manual,1180000,New Delhi
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2019,PETROL,66768,Manual,324000,New Delhi
Tata Tiago XM CNG,Tiago XM CNG,Tata,2023,CNG,17340,Manual,601000,New Delhi
Mahindra XUV300 W6 1.2 PETROL,XUV300 W6 1.2 PETROL,Mahindra,2020,PETROL,40924,Manual,701000,New Delhi
Tata NEXON XZ PETROL,NEXON XZ PETROL,Tata,2022,PETROL,27385,Manual,843000,New Delhi
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2015,PETROL,40714,Manual,459000,New Delhi
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2018,PETROL,27391,Automatic,418000,New Delhi
Honda Jazz 1.2L I-VTEC VX,Jazz 1.2L I-VTEC VX,Honda,2016,PETROL,35788,Manual,402000,New Delhi
KIA SONET HTK PLUS 1.0 DCT,SONET HTK PLUS 1.0 DCT,KIA,2021,PETROL,27310,Automatic,935000,New Delhi
Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Ciaz DELTA AT 1.5 SHVS PETROL,Maruti,2019,PETROL,52112,Automatic,757000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,7922,Manual,661000,New Delhi
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,46592,Manual,303000,New Delhi
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2015,PETROL,38116,Manual,427000,New Delhi
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Hyundai,2019,PETROL,29932,Manual,520000,New Delhi
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,43632,Manual,837000,New Delhi
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2019,PETROL,13568,Automatic,382000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2018,PETROL,77462,Manual,445000,New Delhi
Hyundai Elite i20 MAGNA PLUS 1.4 CRDI,Elite i20 MAGNA PLUS 1.4 CRDI,Hyundai,2019,DIESEL,62874,Manual,620000,New Delhi
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2021,CNG,46746,Manual,363000,New Delhi
KIA SONET HTK PLUS 1.2,SONET HTK PLUS 1.2,KIA,2022,PETROL,12265,Manual,859000,New Delhi
Hyundai Creta SX 1.6 PETROL,Creta SX 1.6 PETROL,Hyundai,2018,PETROL,30720,Manual,916000,New Delhi
Maruti Baleno SIGMA PETROL 1.2,Baleno SIGMA PETROL 1.2,Maruti,2020,PETROL,34638,Manual,543000,New Delhi
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2019,PETROL,47429,Manual,549000,New Delhi
Maruti New Wagon-R VXI 1.2 AMT,New Wagon-R VXI 1.2 AMT,Maruti,2019,PETROL,12716,Automatic,509000,New Delhi
Tata NEXON XZ PLUS PETROL SUNROOF,NEXON XZ PLUS PETROL SUNROOF,Tata,2023,PETROL,24415,Manual,1000000,New Delhi
Maruti Ciaz VXI+,Ciaz VXI+,Maruti,2015,PETROL,56400,Manual,485000,New Delhi
Honda Amaze 1.2L I-VTEC EX,Amaze 1.2L I-VTEC EX,Honda,2013,PETROL,107855,Manual,273000,New Delhi
Maruti Alto VXI,Alto VXI,Maruti,2020,PETROL,35457,Manual,333000,New Delhi
Honda Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Honda,2019,PETROL,54689,Manual,566000,New Delhi
Hyundai Creta BASE 1.6 PETROL,Creta BASE 1.6 PETROL,Hyundai,2016,PETROL,82912,Manual,592000,New Delhi
Renault TRIBER RXL MT,TRIBER RXL MT,Renault,2022,PETROL,21089,Manual,598000,New Delhi
Maruti Ciaz ALPHA 1.4 PETROL,Ciaz ALPHA 1.4 PETROL,Maruti,2017,PETROL,43537,Manual,644000,New Delhi
Hyundai NEW I20 ASTA (O) 1.0 TURBO GDI DCT,NEW I20 ASTA (O) 1.0 TURBO GDI DCT,Hyundai,2021,PETROL,20607,Automatic,894000,New Delhi
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2016,PETROL,101240,Automatic,721000,New Delhi
Maruti S PRESSO LXI,S PRESSO LXI,Maruti,2020,PETROL,26213,Manual,325000,New Delhi
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2020,PETROL,15966,Manual,397000,New Delhi
Maruti Baleno SIGMA PETROL 1.2,Baleno SIGMA PETROL 1.2,Maruti,2017,PETROL,44732,Manual,438000,New Delhi
Maruti Ciaz ALPHA 1.4 PETROL,Ciaz ALPHA 1.4 PETROL,Maruti,2017,PETROL,93015,Manual,577000,New Delhi
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2020,PETROL,52036,Manual,579000,New Delhi
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2013,PETROL,82412,Manual,287000,New Delhi
Tata Tiago XZA PLUS DUAL TONE PETROL,Tiago XZA PLUS DUAL TONE PETROL,Tata,2020,PETROL,33731,Automatic,511000,New Delhi
Honda City 1.5L I-VTEC ZX CVT,City 1.5L I-VTEC ZX CVT,Honda,2017,PETROL,39103,Automatic,804000,New Delhi
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2010,PETROL,74002,Manual,144000,New Delhi
Maruti IGNIS SIGMA 1.2,IGNIS SIGMA 1.2,Maruti,2021,PETROL,25742,Manual,476000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,55790,Manual,636000,New Delhi
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2019,PETROL,17242,Manual,726000,New Delhi
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2019,PETROL,34562,Manual,347000,New Delhi
Honda Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Honda,2016,PETROL,79166,Manual,386000,New Delhi
Hyundai Creta SX PLUS 1.6 PETROL,Creta SX PLUS 1.6 PETROL,Hyundai,2016,PETROL,78062,Manual,741000,New Delhi
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2017,PETROL,50509,Automatic,495000,New Delhi
KIA SONET HTK 1.5,SONET HTK 1.5,KIA,2022,DIESEL,23502,Manual,955000,New Delhi
Maruti New Wagon-R LXI 1.0,New Wagon-R LXI 1.0,Maruti,2020,PETROL,24266,Manual,479000,New Delhi
Maruti Baleno ALPHA 1.2 AGS,Baleno ALPHA 1.2 AGS,Maruti,2022,PETROL,27052,Automatic,835000,New Delhi
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2014,PETROL,64539,Manual,241000,New Delhi
Tata Harrier XZA PLUS 2.0L KAZIRANGA,Harrier XZA PLUS 2.0L KAZIRANGA,Tata,2021,DIESEL,21995,Automatic,1640000,New Delhi
Tata ALTROZ XM PLUS PETROL,ALTROZ XM PLUS PETROL,Tata,2021,PETROL,40167,Manual,591000,New Delhi
Honda Amaze 1.5L I-DTEC E,Amaze 1.5L I-DTEC E,Honda,2019,DIESEL,43683,Manual,578000,New Delhi
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2014,PETROL,94423,Automatic,477000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2020,PETROL,60770,Manual,597000,New Delhi
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2014,PETROL,78713,Manual,347000,New Delhi
Tata NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Tata,2021,PETROL,17824,Automatic,916000,New Delhi
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,41090,Manual,642000,New Delhi
KIA SONET HTX 1.0 IMT,SONET HTX 1.0 IMT,KIA,2022,PETROL,20224,Manual,920000,New Delhi
Tata NEXON XZA PLUS PETROL DUAL TONE,NEXON XZA PLUS PETROL DUAL TONE,Tata,2018,PETROL,85837,Automatic,665000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,25476,Manual,628000,New Delhi
Tata NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Tata,2020,PETROL,62246,Manual,736000,New Delhi
Hyundai XCENT PRIME T+ CNG,XCENT PRIME T+ CNG,Hyundai,2021,CNG,30541,Manual,638000,New Delhi
Maruti New Wagon-R VXI 1.0 AMT,New Wagon-R VXI 1.0 AMT,Maruti,2022,PETROL,22666,Automatic,592000,New Delhi
Honda City 1.5L I-VTEC V AT,City 1.5L I-VTEC V AT,Honda,2012,PETROL,89613,Automatic,308000,New Delhi
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2014,PETROL,53117,Manual,265000,New Delhi
Maruti Swift ZXI,Swift ZXI,Maruti,2017,PETROL,63367,Manual,482000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2020,CNG,59534,Manual,627000,New Delhi
Hyundai NEW SANTRO SPORTZ AMT,NEW SANTRO SPORTZ AMT,Hyundai,2019,PETROL,65109,Automatic,417000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,31845,Manual,646000,New Delhi
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2018,CNG,80107,Manual,394000,New Delhi
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2011,PETROL,73031,Manual,183000,New Delhi
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2014,PETROL,85084,Manual,342000,New Delhi
Honda Brio VX AT,Brio VX AT,Honda,2015,PETROL,44303,Automatic,393000,New Delhi
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,74436,Automatic,826000,New Delhi
Tata TIGOR XE PETROL,TIGOR XE PETROL,Tata,2021,PETROL,24927,Manual,515000,New Delhi
Honda City 1.5L I-VTEC E MT,City 1.5L I-VTEC E MT,Honda,2014,PETROL,47069,Manual,452000,New Delhi
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2014,PETROL,32631,Manual,284000,New Delhi
Renault TRIBER RXZ,TRIBER RXZ,Renault,2020,PETROL,48169,Manual,561000,New Delhi
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2019,PETROL,37264,Manual,532000,New Delhi
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2019,PETROL,49161,Automatic,1360000,New Delhi
Hyundai VENUE SX 1.0 TURBO,VENUE SX 1.0 TURBO,Hyundai,2021,PETROL,29239,Manual,857000,New Delhi
Maruti Vitara Brezza ZDI,Vitara Brezza ZDI,Maruti,2019,DIESEL,102604,Manual,686000,New Delhi
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2018,PETROL,70189,Automatic,536000,New Delhi
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2012,PETROL,21338,Manual,309000,New Delhi
Honda Amaze 1.2L I-VTEC S,Amaze 1.2L I-VTEC S,Honda,2019,PETROL,56996,Manual,554000,New Delhi
Hyundai i10 MAGNA 1.2,i10 MAGNA 1.2,Hyundai,2011,PETROL,75338,Manual,182000,New Delhi
Tata NEXON XZ PETROL,NEXON XZ PETROL,Tata,2021,PETROL,8119,Manual,819000,New Delhi
Tata Tiago XT CNG,Tiago XT CNG,Tata,2022,CNG,12693,Manual,633000,New Delhi
Tata NEXON XZ PLUS PETROL,NEXON XZ PLUS PETROL,Tata,2017,PETROL,40890,Manual,570000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,56966,Manual,636000,New Delhi
Tata TIAGO NRG PETROL,TIAGO NRG PETROL,Tata,2018,PETROL,35764,Manual,430000,New Delhi
Hyundai i20 MAGNA 1.2,i20 MAGNA 1.2,Hyundai,2013,PETROL,69108,Manual,267000,New Delhi
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2014,PETROL,72090,Manual,272000,New Delhi
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2019,PETROL,15895,Automatic,676000,New Delhi
Maruti Swift LXI (O),Swift LXI (O),Maruti,2017,PETROL,42401,Manual,415000,New Delhi
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2020,PETROL,15673,Automatic,763000,New Delhi
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2012,PETROL,54292,Manual,294000,New Delhi
Mahindra XUV500 W5,XUV500 W5,Mahindra,2019,DIESEL,56122,Manual,938000,New Delhi
Maruti Ciaz VXI+,Ciaz VXI+,Maruti,2015,PETROL,109535,Manual,462000,New Delhi
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2019,PETROL,50023,Manual,341000,New Delhi
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2019,PETROL,41726,Manual,626000,New Delhi
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2014,PETROL,95073,Manual,429000,New Delhi
Renault TRIBER RXZ AMT,TRIBER RXZ AMT,Renault,2020,PETROL,13341,Automatic,636000,New Delhi
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2017,PETROL,29919,Manual,575000,New Delhi
Maruti Baleno ALPHA DIESEL 1.3,Baleno ALPHA DIESEL 1.3,Maruti,2015,DIESEL,70867,Manual,460000,New Delhi
Mahindra XUV300 W8 (O) 1.2 PETROL,XUV300 W8 (O) 1.2 PETROL,Mahindra,2019,PETROL,47914,Manual,872000,New Delhi
Maruti Swift ZXI,Swift ZXI,Maruti,2012,PETROL,55346,Manual,311000,New Delhi
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2011,PETROL,71485,Manual,208000,New Delhi
Maruti Ciaz ZETA 1.4 AT PETROL,Ciaz ZETA 1.4 AT PETROL,Maruti,2017,PETROL,91528,Automatic,627000,New Delhi
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2015,PETROL,33752,Manual,485000,New Delhi
Maruti Swift VXI,Swift VXI,Maruti,2011,PETROL,47552,Manual,229000,New Delhi
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2017,PETROL,95825,Automatic,466000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,PETROL,115870,Manual,478000,New Delhi
Renault Kwid CLIMBER 1.0 (O),Kwid CLIMBER 1.0 (O),Renault,2022,PETROL,15517,Manual,455000,New Delhi
Maruti Ciaz ZETA 1.4 AT PETROL,Ciaz ZETA 1.4 AT PETROL,Maruti,2017,PETROL,62898,Automatic,619000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,PETROL,31714,Manual,498000,New Delhi
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2018,PETROL,86490,Automatic,896000,New Delhi
Honda Jazz 1.2L I-VTEC BASE,Jazz 1.2L I-VTEC BASE,Honda,2011,PETROL,74253,Manual,217000,New Delhi
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,72340,Automatic,888000,New Delhi
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2022,PETROL,21688,Manual,429000,New Delhi
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,PETROL,60965,Manual,544000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,PETROL,66418,Manual,512000,New Delhi
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,59231,Manual,592000,New Delhi
Mahindra XUV300 W8(O) 1.2 PETROL DUAL TONE,XUV300 W8(O) 1.2 PETROL DUAL TONE,Mahindra,2021,PETROL,12532,Manual,1100000,New Delhi
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2018,CNG,87732,Manual,495000,New Delhi
Maruti BREZZA VXI SMART HYBRID,BREZZA VXI SMART HYBRID,Maruti,2023,PETROL,19281,Manual,936000,New Delhi
Maruti Vitara Brezza VXI AT SHVS,Vitara Brezza VXI AT SHVS,Maruti,2020,PETROL,30949,Automatic,800000,New Delhi
Honda Amaze 1.2L I-VTEC S CVT,Amaze 1.2L I-VTEC S CVT,Honda,2021,PETROL,43503,Automatic,662000,New Delhi
Renault Duster RXE PETROL,Duster RXE PETROL,Renault,2019,PETROL,39254,Manual,653000,New Delhi
Maruti Swift LXI,Swift LXI,Maruti,2019,PETROL,57073,Manual,460000,New Delhi
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2018,CNG,56257,Manual,382000,New Delhi
Maruti IGNIS DELTA 1.2,IGNIS DELTA 1.2,Maruti,2022,PETROL,18015,Manual,536000,New Delhi
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2015,PETROL,40819,Manual,338000,New Delhi
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2015,PETROL,60958,Manual,435000,New Delhi
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2020,PETROL,27841,Manual,581000,New Delhi
Maruti Vitara Brezza ZDI AMT,Vitara Brezza ZDI AMT,Maruti,2019,DIESEL,28098,Automatic,702000,New Delhi
Hyundai New Elantra 2.0 SX(O) AT PETROL,New Elantra 2.0 SX(O) AT PETROL,Hyundai,2017,PETROL,113960,Automatic,893000,New Delhi
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2014,PETROL,65520,Manual,265000,New Delhi
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2015,PETROL,62536,Manual,331000,New Delhi
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2017,PETROL,91549,Manual,497000,New Delhi
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2017,PETROL,96739,Manual,391000,New Delhi
Maruti Ciaz DELTA DIESEL 1.5,Ciaz DELTA DIESEL 1.5,Maruti,2019,DIESEL,61329,Manual,702000,New Delhi
Maruti Alto VXI,Alto VXI,Maruti,2022,PETROL,34574,Manual,376000,New Delhi
